acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,beta_shift,dropout_prob,warmup_proportion,lr,weight_decay,scale,aligned_method
58.98,57.12,56.44,49.83,51.79,50.2,50.54,56.87,43.88,94.88,49.52,55.85,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,2e-05,0.1,2.0,conv1d
58.73,56.6,56.28,49.88,52.74,50.38,50.51,56.73,43.87,94.63,49.65,55.69,0.5931,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,1e-05,0.1,2.0,conv1d
58.29,56.62,56.5,50.25,51.92,50.93,50.66,56.86,44.08,94.63,49.46,55.69,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,2e-05,0.1,2.0,conv1d
58.93,56.77,55.81,49.48,49.93,50.93,50.84,56.94,44.0,94.75,49.14,55.87,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,1e-05,0.1,2.0,conv1d
57.45,54.87,54.51,47.98,49.58,49.52,50.32,56.69,43.68,94.63,49.58,55.83,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,2e-05,0.1,2.0,conv1d
57.8,55.55,54.76,48.59,49.55,49.83,50.72,56.86,43.84,95.01,49.07,55.86,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,1e-05,0.1,2.0,conv1d
58.83,57.34,57.29,51.87,53.7,52.25,50.91,57.02,44.07,94.69,49.26,55.69,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,2e-05,0.1,2.0,conv1d
58.88,56.91,57.32,50.13,55.83,50.85,50.66,56.84,44.0,94.63,49.14,55.66,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,1e-05,0.1,2.0,conv1d
57.7,56.55,56.96,50.72,53.29,51.11,50.88,56.94,44.28,94.69,49.26,55.74,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,2e-05,0.1,2.0,conv1d
58.73,56.66,56.98,49.78,54.66,50.42,50.52,56.82,43.78,95.01,49.26,55.84,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,1e-05,0.1,2.0,conv1d
57.94,55.69,55.34,49.55,51.46,50.88,50.34,56.68,43.83,94.69,49.78,55.69,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,2e-05,0.1,2.0,conv1d
58.93,56.7,56.19,49.52,51.83,50.8,50.66,56.92,43.77,94.95,49.26,55.84,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,1e-05,0.1,2.0,conv1d
59.12,57.36,57.97,51.47,56.11,51.52,50.7,56.89,43.92,94.95,49.71,55.9,0.5696,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,2e-05,0.1,2.0,conv1d
57.8,56.03,56.48,49.17,54.17,49.33,50.54,56.87,43.94,95.01,49.39,55.89,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,1e-05,0.1,2.0,conv1d
57.85,56.91,57.44,51.9,55.03,51.48,50.64,56.81,44.13,94.5,49.58,55.66,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,2e-05,0.1,2.0,conv1d
58.04,56.49,56.42,50.02,53.22,50.05,50.76,56.96,44.02,94.75,49.14,55.8,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,1e-05,0.1,2.0,conv1d
58.98,57.96,58.39,52.67,55.95,52.29,50.44,56.69,44.18,94.43,49.58,55.53,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,2e-05,0.1,2.0,conv1d
58.53,57.45,57.23,52.32,54.29,52.19,50.76,56.92,44.02,95.01,49.14,55.92,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,1e-05,0.1,2.0,conv1d
57.94,56.04,55.0,48.55,48.96,49.48,50.68,56.9,44.05,94.95,49.39,55.81,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,2e-05,0.1,2.0,conv1d
58.78,57.54,57.17,51.46,53.29,51.75,50.52,56.86,44.03,94.75,49.52,55.77,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,1e-05,0.1,2.0,conv1d
58.29,57.68,58.09,52.12,54.16,51.85,50.59,56.81,44.05,94.5,49.71,55.62,0.5922,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,2e-05,0.1,2.0,conv1d
58.14,56.57,56.63,49.86,52.11,50.44,50.82,56.98,44.14,94.56,49.39,55.62,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,1e-05,0.1,2.0,conv1d
57.8,55.84,56.23,48.37,52.99,49.3,50.56,56.85,44.1,94.69,49.65,55.71,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,2e-05,0.1,2.0,conv1d
57.7,55.45,55.25,47.63,50.51,48.09,50.63,56.92,43.92,94.82,49.46,55.84,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,1e-05,0.1,2.0,conv1d
58.34,57.5,57.91,52.04,55.54,51.65,50.52,56.82,43.95,94.5,49.52,55.65,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,2e-05,0.1,2.0,conv1d
58.29,56.54,56.09,50.14,50.71,51.41,50.8,56.89,44.06,94.75,49.46,55.73,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,1e-05,0.1,2.0,conv1d
58.39,56.73,56.32,50.61,51.63,51.69,50.67,56.78,44.12,94.5,49.46,55.7,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,2e-05,0.1,2.0,conv1d
58.58,56.67,56.66,50.27,51.96,51.62,50.79,56.87,43.96,95.01,49.2,55.85,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,1e-05,0.1,2.0,conv1d
57.3,54.56,53.99,47.0,47.28,48.93,50.33,56.67,43.75,94.82,49.33,55.76,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,2e-05,0.1,2.0,conv1d
57.6,55.4,54.53,48.3,49.1,49.6,50.71,56.84,43.88,94.88,48.88,55.8,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,1e-05,0.1,2.0,conv1d
58.78,57.39,57.44,52.45,54.62,52.83,50.84,56.99,44.0,94.69,49.2,55.69,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,2e-05,0.1,2.0,conv1d
58.48,56.48,55.82,49.5,52.15,50.28,50.76,56.88,44.16,94.5,49.14,55.64,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,1e-05,0.1,2.0,conv1d
57.7,56.4,58.02,50.67,55.96,51.14,50.7,56.92,44.25,94.63,49.39,55.63,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,2e-05,0.1,2.0,conv1d
59.57,58.33,57.78,52.85,53.46,53.41,50.78,56.89,44.05,94.88,49.07,55.76,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,1e-05,0.1,2.0,conv1d
58.39,57.09,56.91,50.73,52.91,51.11,50.57,56.81,43.93,94.75,49.58,55.71,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,2e-05,0.1,2.0,conv1d
58.78,57.21,57.18,51.11,53.7,51.76,50.72,56.9,43.92,95.07,49.2,55.9,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,1e-05,0.1,2.0,conv1d
59.22,57.44,57.45,51.08,53.73,51.31,50.7,56.9,44.04,94.95,49.33,55.83,0.5714,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,2e-05,0.1,2.0,conv1d
58.09,56.39,56.61,49.76,53.95,49.65,50.65,56.92,44.01,94.75,49.33,55.71,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,1e-05,0.1,2.0,conv1d
57.6,56.69,57.3,50.89,54.06,50.78,50.49,56.77,43.86,94.95,49.58,55.82,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,2e-05,0.1,2.0,conv1d
57.94,55.94,55.05,48.43,49.19,49.38,50.69,56.92,44.0,94.95,49.46,55.85,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,1e-05,0.1,2.0,conv1d
58.73,56.78,56.34,49.91,52.57,49.86,50.8,57.01,44.24,94.5,49.2,55.71,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,2e-05,0.1,2.0,conv1d
58.14,56.68,56.73,50.36,53.47,50.73,50.67,56.92,44.08,94.69,49.07,55.67,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,1e-05,0.1,2.0,conv1d
58.34,56.43,56.17,49.16,52.84,49.83,50.65,56.88,44.02,94.95,49.07,55.9,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,2e-05,0.1,2.0,conv1d
57.85,56.13,55.81,49.07,50.88,49.38,50.85,56.99,44.24,94.82,49.46,55.86,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,1e-05,0.1,2.0,conv1d
57.94,57.31,57.76,51.9,54.59,51.31,50.47,56.81,44.05,94.5,49.65,55.58,0.5904,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,2e-05,0.1,2.0,conv1d
58.24,56.62,56.88,49.61,52.91,50.32,50.85,57.01,44.17,94.69,49.65,55.76,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,1e-05,0.1,2.0,conv1d
58.24,57.48,57.56,51.68,52.65,52.05,50.48,56.78,44.01,94.56,49.78,55.65,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,2e-05,0.1,2.0,conv1d
59.03,57.3,57.71,50.04,54.47,50.76,50.71,56.92,43.98,94.82,49.2,55.91,0.5696,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,1e-05,0.1,2.0,conv1d
56.81,53.88,55.16,45.29,51.52,45.85,50.54,56.91,43.8,95.01,49.39,55.85,0.5705,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,2e-05,0.1,2.0,conv1d
58.53,56.87,56.96,50.93,52.83,52.22,50.79,56.87,44.09,94.75,49.01,55.71,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,1e-05,0.1,2.0,conv1d
57.3,55.67,55.48,50.27,50.69,52.05,50.64,56.72,44.12,94.69,49.33,55.82,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,2e-05,0.1,2.0,conv1d
58.29,56.48,56.44,50.23,52.02,51.51,50.82,56.88,44.05,95.07,48.94,55.86,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,1e-05,0.1,2.0,conv1d
58.53,57.02,57.26,51.3,53.58,51.67,50.7,56.86,44.0,94.88,49.2,55.83,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,2e-05,0.1,2.0,conv1d
58.98,57.09,56.73,50.87,53.57,51.45,50.65,56.84,43.89,94.75,49.14,55.82,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,1e-05,0.1,2.0,conv1d
58.93,57.23,57.73,50.78,54.04,51.64,50.98,57.01,44.26,94.37,49.07,55.5,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,2e-05,0.1,2.0,conv1d
58.34,56.33,55.65,49.14,51.51,50.22,50.71,56.84,44.1,94.69,49.14,55.72,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,1e-05,0.1,2.0,conv1d
58.09,57.01,57.3,51.98,54.67,52.01,50.7,56.83,44.15,94.5,49.58,55.58,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,2e-05,0.1,2.0,conv1d
59.52,58.26,57.66,52.65,53.02,53.31,50.71,56.85,43.96,94.88,49.07,55.91,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,1e-05,0.1,2.0,conv1d
58.09,55.69,54.98,48.91,49.67,50.49,50.39,56.71,43.93,94.75,49.46,55.69,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,2e-05,0.1,2.0,conv1d
59.08,57.47,57.18,51.28,52.99,52.06,50.74,56.9,43.92,95.2,49.2,55.93,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.1,1e-05,0.1,2.0,conv1d
58.04,56.48,55.87,50.27,51.54,50.67,50.82,56.96,44.26,94.63,49.14,55.63,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.1,2e-05,0.1,2.0,conv1d
57.85,56.41,56.18,50.0,52.69,50.19,50.71,56.91,44.22,94.56,49.58,55.73,0.594,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.01,1e-05,0.1,2.0,conv1d
57.89,56.95,56.96,51.79,53.7,51.75,50.67,56.88,44.03,94.69,49.26,55.71,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.01,2e-05,0.1,2.0,conv1d
58.58,56.94,56.68,50.25,52.81,50.32,50.79,56.97,44.12,94.63,49.2,55.66,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.05,1e-05,0.1,2.0,conv1d
58.93,57.76,57.83,51.97,54.92,51.59,50.59,56.81,44.25,94.43,49.58,55.66,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.05,2e-05,0.1,2.0,conv1d
57.99,56.53,56.16,50.06,51.72,50.53,50.75,56.88,44.09,94.75,49.52,55.72,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.1,1e-05,0.1,2.0,conv1d
58.09,56.05,55.09,48.44,49.29,49.34,50.58,56.87,44.0,95.01,49.39,55.91,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.1,2e-05,0.1,2.0,conv1d
58.29,56.85,56.18,49.78,50.9,50.05,50.6,56.83,44.02,94.63,49.26,55.63,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.01,1e-05,0.1,2.0,conv1d
57.3,56.79,57.67,51.42,54.56,52.01,50.61,56.8,43.89,94.82,49.2,55.8,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.01,2e-05,0.1,2.0,conv1d
57.8,55.93,55.16,48.5,49.39,49.42,50.64,56.92,43.9,95.07,49.65,55.91,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.05,1e-05,0.1,2.0,conv1d
58.19,56.16,56.31,49.04,53.05,49.97,50.49,56.87,43.98,94.63,49.39,55.66,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.05,2e-05,0.1,2.0,conv1d
58.48,57.44,57.58,51.69,54.65,51.57,50.73,56.89,44.2,94.69,49.65,55.83,0.5705,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.1,1e-05,0.1,2.0,conv1d
57.35,55.63,54.82,48.28,48.71,49.31,50.56,56.88,43.93,94.95,49.58,55.85,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.1,2e-05,0.1,2.0,conv1d
58.39,56.67,56.4,50.64,51.91,51.66,50.71,56.86,44.0,94.95,49.07,55.94,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.01,1e-05,0.1,2.0,conv1d
58.19,56.6,56.61,50.48,52.04,51.28,50.62,56.8,44.12,94.56,48.82,55.62,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.01,2e-05,0.1,2.0,conv1d
58.34,56.61,56.57,50.33,52.03,51.45,50.83,56.93,44.03,94.75,49.2,55.74,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.05,1e-05,0.1,2.0,conv1d
58.09,56.61,56.75,51.19,53.13,51.7,50.77,56.92,44.05,94.69,49.2,55.69,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.05,2e-05,0.1,2.0,conv1d
59.08,57.12,56.84,50.73,53.62,51.36,50.64,56.83,43.95,94.88,48.94,55.76,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.1,1e-05,0.1,2.0,conv1d
58.83,57.22,58.0,51.49,55.24,51.94,51.0,57.02,44.25,94.5,49.07,55.58,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.1,2e-05,0.1,2.0,conv1d
57.99,56.03,55.68,48.67,51.08,49.66,50.61,56.85,43.83,95.14,49.39,55.95,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,1e-05,0.1,2.0,conv1d
57.4,55.59,56.76,49.23,55.49,48.97,50.56,56.84,43.83,94.88,49.58,55.88,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,2e-05,0.1,2.0,conv1d
58.44,56.54,55.91,50.15,52.86,50.3,50.64,56.86,44.02,94.63,49.33,55.66,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,1e-05,0.1,2.0,conv1d
56.62,54.46,54.38,46.98,49.97,48.18,50.47,56.73,43.74,95.2,49.52,55.98,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,2e-05,0.1,2.0,conv1d
57.11,54.31,53.7,45.76,47.52,46.75,50.43,56.76,43.75,94.82,49.46,55.77,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,1e-05,0.1,2.0,conv1d
55.98,52.91,52.75,43.52,45.78,45.01,50.39,56.75,43.71,95.01,49.52,55.88,0.5651,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,2e-05,0.1,2.0,conv1d
57.21,54.88,54.62,46.38,48.9,46.71,50.66,56.97,44.03,94.82,49.2,55.76,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,1e-05,0.1,2.0,conv1d
57.21,54.9,54.78,46.28,48.55,46.96,50.93,57.11,44.16,94.82,49.07,55.79,0.5687,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,2e-05,0.1,2.0,conv1d
