acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,beta_shift,dropout_prob,warmup_proportion,lr,weight_decay,scale,aligned_method
57.85,57.04,57.96,52.13,54.3,52.08,50.79,56.95,44.21,94.69,49.9,55.81,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.05,1e-05,0.1,2.0,conv1d
59.47,58.43,58.61,53.08,56.15,52.53,50.91,57.11,44.06,95.14,49.07,55.97,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.05,2e-05,0.1,2.0,conv1d
58.09,56.83,58.16,51.48,56.81,51.46,50.91,56.99,44.25,94.75,49.26,55.73,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.1,1e-05,0.1,2.0,conv1d
58.68,57.09,58.52,51.21,59.71,50.94,51.05,57.05,44.16,95.01,49.2,55.89,0.5714,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.1,2e-05,0.1,2.0,conv1d
57.85,55.33,54.86,47.4,50.35,48.56,50.8,56.96,44.1,94.82,49.33,55.72,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.01,1e-05,0.1,2.0,conv1d
57.7,56.51,57.08,52.2,54.62,52.9,51.16,57.1,44.4,94.82,49.01,55.75,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.01,2e-05,0.1,2.0,conv1d
56.86,54.69,54.8,46.9,50.62,47.37,50.86,57.0,44.08,95.14,49.33,55.91,0.5660000000000001,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.05,1e-05,0.1,2.0,conv1d
57.35,55.3,55.54,48.76,51.54,49.47,50.77,56.97,44.05,94.69,49.39,55.74,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.05,2e-05,0.1,2.0,conv1d
57.55,55.77,55.79,49.49,52.0,50.63,50.91,57.04,44.22,94.75,49.33,55.69,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.1,1e-05,0.1,2.0,conv1d
56.91,54.39,53.68,47.07,48.47,48.49,50.71,56.9,44.0,94.82,49.2,55.81,0.5705,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.1,2e-05,0.1,2.0,conv1d
58.53,56.95,56.49,51.93,54.72,51.58,51.02,57.06,44.39,94.43,48.75,55.65,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,1e-05,0.1,2.0,conv1d
58.39,57.53,57.62,52.99,54.64,53.06,51.19,57.15,44.37,94.82,48.56,55.77,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,2e-05,0.1,2.0,conv1d
58.53,56.01,55.71,47.63,50.56,48.83,50.67,56.98,44.06,94.75,49.33,55.73,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,1e-05,0.1,2.0,conv1d
58.83,56.69,57.02,49.24,53.16,50.69,50.62,56.87,43.99,94.63,49.46,55.78,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,2e-05,0.1,2.0,conv1d
58.53,57.1,56.9,51.57,53.87,52.15,50.8,56.96,44.16,94.56,49.26,55.66,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,1e-05,0.1,2.0,conv1d
58.14,55.77,55.17,48.06,50.22,49.1,50.75,57.02,44.16,94.63,49.2,55.66,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,2e-05,0.1,2.0,conv1d
57.4,55.83,56.23,49.6,54.64,49.91,50.85,57.05,44.38,94.37,49.26,55.56,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,1e-05,0.1,2.0,conv1d
57.85,57.07,57.2,52.83,54.26,53.09,50.69,56.97,44.19,94.43,49.65,55.61,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,2e-05,0.1,2.0,conv1d
58.68,57.53,58.82,51.98,57.58,51.73,51.01,57.09,44.35,94.63,48.94,55.63,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,1e-05,0.1,2.0,conv1d
58.34,56.69,56.52,51.56,53.76,52.13,50.8,57.09,44.16,94.56,49.2,55.63,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,2e-05,0.1,2.0,conv1d
58.04,56.29,56.16,49.37,53.26,49.84,50.75,57.0,44.22,94.37,49.2,55.54,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,1e-05,0.1,2.0,conv1d
57.4,55.28,55.07,48.12,51.61,48.76,50.67,57.11,44.07,94.43,49.39,55.54,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,2e-05,0.1,2.0,conv1d
57.89,56.52,56.67,50.63,53.85,50.7,50.72,56.95,44.29,94.63,49.52,55.64,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,1e-05,0.1,2.0,conv1d
57.26,56.24,56.93,50.57,54.63,50.36,50.63,57.0,43.94,94.95,49.52,55.96,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,2e-05,0.1,2.0,conv1d
57.45,55.14,54.83,47.85,51.46,48.64,50.66,56.98,44.07,94.75,49.39,55.73,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,1e-05,0.1,2.0,conv1d
57.99,56.58,58.28,51.89,58.71,51.99,50.96,57.09,44.37,94.56,49.07,55.58,0.5714,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,2e-05,0.1,2.0,conv1d
57.4,55.52,55.85,48.5,54.43,48.07,50.7,56.96,44.13,94.75,49.2,55.83,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,1e-05,0.1,2.0,conv1d
57.7,56.85,56.79,51.5,53.3,51.1,50.96,57.15,44.28,94.69,49.2,55.69,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,2e-05,0.1,2.0,conv1d
57.75,55.55,55.77,48.47,50.68,49.59,50.88,56.99,44.24,94.75,49.07,55.69,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,1e-05,0.1,2.0,conv1d
58.29,56.81,57.0,51.1,53.63,52.08,51.02,57.02,44.46,94.24,49.07,55.57,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,2e-05,0.1,2.0,conv1d
58.24,55.64,54.99,47.04,48.15,48.53,50.69,57.08,44.02,94.75,49.65,55.71,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,1e-05,0.1,2.0,conv1d
58.09,56.49,56.58,50.21,51.82,51.14,51.03,57.06,44.37,94.63,49.52,55.74,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,2e-05,0.1,2.0,conv1d
57.85,56.16,56.63,49.82,53.58,51.3,50.84,57.03,44.23,94.31,49.46,55.5,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,1e-05,0.1,2.0,conv1d
57.65,56.2,56.94,51.07,56.69,51.23,51.13,57.15,44.37,94.5,48.82,55.65,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,2e-05,0.1,2.0,conv1d
58.44,56.48,56.8,50.12,55.18,50.63,50.7,56.97,44.06,94.69,49.26,55.75,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,1e-05,0.1,2.0,conv1d
58.34,57.44,57.8,51.83,54.44,51.45,51.11,57.12,44.31,94.75,49.14,55.78,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,2e-05,0.1,2.0,conv1d
58.19,55.77,55.57,47.97,51.1,49.25,50.85,57.06,44.26,94.56,49.2,55.6,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,1e-05,0.1,2.0,conv1d
57.94,55.86,55.87,48.94,51.47,50.23,50.6,56.88,43.97,94.63,49.52,55.65,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,2e-05,0.1,2.0,conv1d
58.39,56.89,56.74,51.26,53.84,51.9,50.77,56.94,44.13,94.63,49.26,55.7,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,1e-05,0.1,2.0,conv1d
57.8,55.42,55.07,47.79,50.33,48.77,50.73,57.01,44.15,94.63,49.46,55.76,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,2e-05,0.1,2.0,conv1d
57.5,55.92,55.69,49.66,52.51,49.95,50.86,57.0,44.39,94.31,49.33,55.67,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,1e-05,0.1,2.0,conv1d
57.75,56.42,57.32,50.75,57.36,51.08,50.67,56.94,44.1,94.56,49.2,55.62,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,2e-05,0.1,2.0,conv1d
57.5,55.21,54.6,47.24,49.46,48.31,50.67,57.1,44.07,94.75,49.46,55.71,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,1e-05,0.1,2.0,conv1d
58.19,56.85,57.92,52.48,58.16,51.78,51.03,57.07,44.34,94.75,49.01,55.69,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,2e-05,0.1,2.0,conv1d
57.7,56.54,56.13,50.89,51.57,51.43,50.97,57.08,44.44,94.43,48.94,55.53,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,1e-05,0.1,2.0,conv1d
57.5,55.4,55.08,48.13,51.01,48.81,50.63,57.13,44.03,94.63,49.52,55.6,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,2e-05,0.1,2.0,conv1d
57.65,56.14,56.47,49.56,53.19,49.83,50.7,57.0,44.28,94.43,49.52,55.61,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,1e-05,0.1,2.0,conv1d
58.04,56.78,57.0,51.11,53.93,51.34,50.75,57.04,44.23,94.5,48.88,55.7,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,2e-05,0.1,2.0,conv1d
57.55,56.4,57.33,50.65,55.6,50.38,50.91,57.04,44.33,94.43,49.07,55.55,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,1e-05,0.1,2.0,conv1d
57.7,57.19,57.29,51.82,52.42,52.1,50.98,57.06,44.5,94.24,49.26,55.48,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,2e-05,0.1,2.0,conv1d
57.16,55.19,55.72,48.0,55.04,47.83,50.72,56.99,44.14,94.88,49.2,55.84,0.5714,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,1e-05,0.1,2.0,conv1d
58.34,57.43,57.72,52.04,55.16,51.53,50.97,57.12,44.23,94.88,49.07,55.77,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,2e-05,0.1,2.0,conv1d
58.44,57.03,56.88,51.88,54.12,52.17,51.12,57.15,44.48,94.37,48.94,55.49,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,1e-05,0.1,2.0,conv1d
58.29,56.66,57.6,50.71,57.15,51.56,51.1,57.03,44.6,94.18,49.33,55.4,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,2e-05,0.1,2.0,conv1d
58.29,55.67,55.31,47.05,48.54,48.5,50.69,57.1,44.0,94.75,49.33,55.78,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,1e-05,0.1,2.0,conv1d
57.21,55.64,55.56,49.14,50.93,50.05,51.18,57.15,44.46,94.69,48.82,55.67,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,2e-05,0.1,2.0,conv1d
57.65,55.96,56.92,49.77,55.32,51.15,50.83,57.02,44.21,94.24,49.52,55.71,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,1e-05,0.1,2.0,conv1d
58.58,56.59,57.93,50.31,57.46,50.1,50.79,57.04,44.14,94.82,49.39,55.76,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,2e-05,0.1,2.0,conv1d
57.89,56.01,56.14,50.14,54.67,50.47,50.8,56.96,44.13,94.69,49.33,55.69,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,1e-05,0.1,2.0,conv1d
58.44,56.75,57.45,51.09,56.59,51.38,51.02,57.16,44.45,94.37,49.01,55.52,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,2e-05,0.1,2.0,conv1d
58.39,56.57,57.48,50.2,57.28,50.13,50.95,57.13,44.29,94.69,49.01,55.65,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,1e-05,0.1,2.0,conv1d
58.24,56.61,56.12,50.65,51.68,51.31,51.0,57.1,44.37,94.43,49.07,55.53,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,2e-05,0.1,2.0,conv1d
58.48,56.97,56.77,51.28,53.9,51.87,50.8,56.96,44.16,94.69,49.07,55.69,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,1e-05,0.1,2.0,conv1d
58.44,56.67,56.74,50.41,54.22,49.82,51.15,57.24,44.47,94.69,49.33,55.81,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,2e-05,0.1,2.0,conv1d
58.09,56.54,56.14,50.28,52.71,50.4,50.82,57.09,44.32,94.56,49.33,55.61,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,1e-05,0.1,2.0,conv1d
57.89,55.97,57.88,48.92,57.24,48.76,50.76,57.11,44.24,94.56,49.78,55.62,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,2e-05,0.1,2.0,conv1d
57.7,55.46,55.08,47.67,50.55,48.73,50.66,57.1,44.05,94.88,49.52,55.74,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,1e-05,0.1,2.0,conv1d
58.39,56.71,56.24,51.15,52.43,51.78,50.84,57.19,44.2,94.56,49.14,55.69,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,2e-05,0.1,2.0,conv1d
57.94,56.26,55.88,49.37,52.21,49.79,50.75,57.01,44.23,94.37,49.71,55.51,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,1e-05,0.1,2.0,conv1d
57.94,57.01,57.01,51.87,53.57,52.15,50.8,56.96,44.28,94.43,49.58,55.58,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,2e-05,0.1,2.0,conv1d
57.94,56.6,56.59,50.26,52.67,50.54,50.81,56.95,44.38,94.43,49.39,55.59,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,1e-05,0.1,2.0,conv1d
57.11,56.77,57.14,51.81,53.22,51.58,50.97,57.09,44.4,94.63,49.58,55.66,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,2e-05,0.1,2.0,conv1d
57.55,56.45,57.37,51.14,55.72,50.98,50.9,57.04,44.34,94.63,49.2,55.66,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,1e-05,0.1,2.0,conv1d
57.35,56.37,56.54,50.53,52.21,50.74,50.89,57.12,44.27,94.63,49.26,55.65,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,2e-05,0.1,2.0,conv1d
57.4,55.8,55.29,48.9,51.04,49.3,50.81,57.05,44.29,94.43,48.94,55.59,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,1e-05,0.1,2.0,conv1d
57.01,55.02,54.97,47.72,50.54,48.55,50.69,57.03,44.08,94.69,49.52,55.88,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,2e-05,0.1,2.0,conv1d
58.53,57.32,56.95,52.13,53.35,52.52,51.19,57.15,44.63,94.11,49.2,55.35,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,1e-05,0.1,2.0,conv1d
58.73,57.4,58.37,52.65,57.43,52.45,50.78,56.93,44.18,94.5,49.52,55.65,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,2e-05,0.1,2.0,conv1d
57.7,55.75,55.01,49.02,49.85,50.02,50.86,57.08,44.21,94.5,49.26,55.64,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,1e-05,0.1,2.0,conv1d
58.93,57.6,58.86,52.11,57.49,51.66,51.17,57.19,44.44,94.56,48.75,55.6,0.5949,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,2e-05,0.1,2.0,conv1d
58.09,56.36,57.24,49.92,55.04,51.41,50.86,57.02,44.26,94.37,49.33,55.51,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,1e-05,0.1,2.0,conv1d
58.48,56.25,56.57,48.2,50.0,50.03,50.55,56.91,43.92,95.07,49.65,55.89,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,2e-05,0.1,2.0,conv1d
57.75,55.49,55.58,47.68,51.03,48.87,50.66,56.88,44.01,95.01,49.33,55.89,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,1e-05,0.1,2.0,conv1d
58.53,56.81,57.48,50.73,55.87,51.23,51.05,57.16,44.42,94.43,49.14,55.56,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,2e-05,0.1,2.0,conv1d
58.14,55.74,55.55,48.07,51.2,49.26,50.78,57.04,44.18,94.75,48.88,55.72,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,1e-05,0.1,2.0,conv1d
58.14,56.6,56.15,50.73,51.79,51.34,51.0,57.12,44.31,94.43,49.01,55.52,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,2e-05,0.1,2.0,conv1d
58.68,57.28,57.12,51.84,54.33,52.25,50.82,56.98,44.2,94.5,49.01,55.65,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.1,1e-05,0.1,2.0,conv1d
