acc,f1,prec,rec,eval_acc,dataset,method,text_backbone,seed,logger_name,eval_f1,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,num_hidden_layers,dropout,aligned_method,lr,hidden_size,hidden_dims,intermediate_size,max_position_embeddings,d_num_attention_heads,d_attention_probs_dropout_prob,d_hidden_dropout_prob,d_num_hidden_layers,d_max_position_embeddings,m_num_attention_heads,m_attention_probs_dropout_prob,m_hidden_dropout_prob,m_num_hidden_layers,m_max_position_embeddings,patience,factor
fusion_feats = torch.cat((t_a_att , t_v_att , t_att), dim=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.46,68.0,68.63,67.99,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-42-10,0.715,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
71.24,67.59,68.24,67.49,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-48-46,0.7129,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
71.24,67.7,68.54,67.49,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-55-13,0.7153,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
70.56,66.64,66.87,67.13,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-01-45,0.7121,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
70.56,66.64,66.87,67.13,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-07-32,0.7121,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
71.46,67.58,68.46,67.51,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-13-17,0.7092,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.24,67.75,68.52,67.64,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-20-49,0.7087,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
72.13,68.07,69.32,67.69,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-28-20,0.71,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
71.46,67.84,68.71,67.62,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-34-10,0.7077,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
71.69,68.31,69.58,67.8,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-41-24,0.7066,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
72.36,68.69,69.87,68.31,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-48-21,0.7057,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
72.36,68.25,69.35,68.03,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-23-55-19,0.7083,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
71.46,67.56,68.36,67.43,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-01-33,0.7063,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
71.24,67.85,68.62,67.77,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-10-17,0.7174,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.01,67.69,68.49,67.57,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-18-25,0.7133,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
71.69,67.71,68.78,67.44,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-26-36,0.7127,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
71.69,67.67,68.68,67.44,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-32-45,0.7076,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
70.79,67.39,68.17,67.35,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-39-09,0.7092,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
71.46,68.01,69.12,67.62,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-47-26,0.7099,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
71.91,68.3,69.0,68.24,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-00-55-27,0.7083,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
71.46,67.94,68.62,67.86,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-03-44,0.7098,8.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
70.79,66.01,66.24,66.29,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-11-17,0.6709,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.01,66.61,67.37,66.8,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-17-12,0.6875,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
70.34,66.39,67.2,66.37,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-26-22,0.6927,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
70.34,66.45,67.42,66.3,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-34-34,0.6920000000000001,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
71.46,66.55,67.22,66.85,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-43-08,0.6588,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
70.56,66.09,66.78,66.21,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-49-06,0.672,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
70.34,65.77,66.56,65.79,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-01-57-24,0.6905,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
70.56,66.42,67.14,66.39,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-02-05-23,0.6919,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
70.56,66.23,67.14,66.21,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-02-15-49,0.687,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
70.11,66.02,66.69,66.01,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-02-25-47,0.6933,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
70.11,66.43,67.3,66.18,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-02-36-37,0.6937,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
71.01,66.77,67.68,66.65,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-02-47-06,0.6925,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
71.46,67.61,68.59,67.22,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-02-56-07,0.6877,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
70.34,66.05,66.96,65.97,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-03-03-45,0.6968,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
70.56,66.7,67.51,66.52,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-03-14-28,0.698,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
72.36,68.51,69.12,68.47,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-03-25-18,0.6935,8.0,0.2,0.2,6.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
69.89,64.67,65.07,64.61,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-03-32-49,0.6871,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.24,66.49,67.19,66.33,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-03-38-45,0.6903,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
71.24,66.87,67.81,66.51,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-03-47-56,0.6918,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
71.01,67.26,67.96,67.09,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-03-59-28,0.6915,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
70.56,65.93,67.03,65.71,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-04-06-20,0.6752,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
71.01,66.48,67.15,66.38,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-04-13-19,0.6889,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
70.79,65.97,66.44,66.02,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-04-23-26,0.6919,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
70.79,66.76,67.51,66.61,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-04-33-41,0.6864,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
70.79,66.47,67.51,65.97,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-04-40-36,0.6891,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.24,67.05,67.8,66.8,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-04-54-02,0.6865,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
71.24,67.76,68.75,67.33,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-02-14,0.6883,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
70.79,67.46,68.08,67.49,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-08-20,0.6851,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
70.56,66.43,67.23,66.17,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-14-45,0.6872,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
70.11,66.68,67.51,66.48,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-25-20,0.6908,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
70.34,66.92,67.64,66.9,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-32-41,0.6872,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
71.69,67.43,68.61,66.89,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-40-26,0.6885,8.0,0.2,0.2,6.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
70.79,65.68,66.06,65.78,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-48-15,0.6812,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.01,66.89,67.73,67.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-53-46,0.6791,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
71.01,66.89,67.73,67.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-05-58-35,0.6791,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
70.79,67.32,68.24,66.88,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-04-15,0.6809,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
71.01,66.0,66.3,66.23,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-11-54,0.6793,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
70.56,65.71,65.92,66.03,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-17-56,0.6856,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
70.56,65.82,65.8,66.37,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-22-30,0.6827,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
70.34,65.83,65.95,66.28,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-27-47,0.6859,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
71.01,66.89,67.73,67.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-32-23,0.6791,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.01,66.89,67.73,67.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-37-01,0.6791,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
70.56,66.18,67.02,65.82,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-41-49,0.6807,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
70.34,65.95,66.99,65.45,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-31-06-47-08,0.6826,8.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.46,68.38,69.47,68.22,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-06-54-50,0.6809,8.0,0.2,0.4,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
71.01,68.46,69.52,68.18,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-07-06-16,0.6836,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
69.89,67.04,67.83,67.08,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-07-17-44,0.6831,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.56,68.51,70.04,67.94,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-07-28-56,0.6845,12.0,0.3,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.2
71.24,69.09,69.81,68.91,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-07-36-13,0.6823,12.0,0.3,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
70.34,68.2,68.84,68.2,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-07-43-54,0.6885,12.0,0.3,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.11,67.62,68.83,67.27,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-08-05-26,0.685,12.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
70.34,67.58,68.23,68.4,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-03-31-08-15-32,0.6631,12.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.66,66.11,69.55,68.51,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-03-31-08-21-11,0.6521,12.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
70.34,68.08,69.79,67.47,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-03-31-08-26-36,0.6729,12.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.81,68.35,69.09,68.43,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-08-35-24,0.6879,8.0,0.3,0.2,6.0,0.3,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
66.52,62.3,63.2,63.59,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-08-47-06,0.6745,8.0,0.3,0.2,6.0,0.3,conv1d,5.9999999999999995e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.44,66.69,66.91,67.09,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-08-52-54,0.6779,8.0,0.3,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
70.79,67.47,68.2,67.77,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-08-59-00,0.6754,8.0,0.3,0.2,6.0,0.1,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.44,66.82,67.0,67.94,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-09-07-55,0.674,8.0,0.3,0.2,6.0,0.1,conv1d,6e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.44,66.77,67.32,66.78,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-09-17-43,0.6679,8.0,0.3,0.2,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
66.97,65.54,65.71,67.12,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-09-26-52,0.6779999999999999,8.0,0.3,0.2,10.0,0.3,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
70.79,69.74,70.72,69.45,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-09-35-37,0.6775,8.0,0.3,0.2,10.0,0.3,conv1d,5.9999999999999995e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
70.79,68.51,68.4,69.15,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-09-47-50,0.6817,8.0,0.3,0.2,10.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
70.56,66.37,68.54,65.33,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-09-59-08,0.6569,8.0,0.3,0.2,10.0,0.1,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
67.64,64.0,65.49,63.7,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-10-07-53,0.6786,8.0,0.3,0.2,10.0,0.1,conv1d,6e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.21,67.97,69.16,67.92,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-10-16-19,0.6693,8.0,0.3,0.2,10.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
68.54,66.06,67.51,65.85,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-10-23-27,0.7066,8.0,0.3,0.2,8.0,0.3,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
68.54,62.46,64.41,63.36,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-10-31-06,0.6378,8.0,0.3,0.2,8.0,0.3,conv1d,5.9999999999999995e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
70.56,68.12,69.39,67.5,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-10-37-59,0.6818,8.0,0.3,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.66,68.12,69.61,67.81,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-10-47-55,0.6569,8.0,0.3,0.2,8.0,0.1,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
68.31,62.25,63.61,63.7,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-10-56-05,0.6535,8.0,0.3,0.2,8.0,0.1,conv1d,6e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.21,66.23,66.89,66.28,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-11-00-58,0.6867,8.0,0.3,0.2,8.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.66,65.39,68.24,67.1,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-11-07-51,0.6809999999999999,8.0,0.5,0.2,6.0,0.3,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
72.58,69.71,69.77,70.56,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-11-15-13,0.6803,8.0,0.5,0.2,6.0,0.3,conv1d,5.9999999999999995e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
69.89,67.03,66.68,68.34,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-11-22-58,0.6709,8.0,0.5,0.2,6.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
67.64,64.21,63.97,66.64,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-11-28-28,0.6809999999999999,8.0,0.5,0.2,6.0,0.1,conv1d,5e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
67.19,64.47,65.69,64.53,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-31-11-33-39,0.6593,8.0,0.5,0.2,6.0,0.1,conv1d,6e-05,,768.0,768.0,768.0,,,,,,,,,,,8.0,0.1
