acc,f1,prec,rec,eval_acc,dataset,method,text_backbone,seed,logger_name,eval_f1,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,num_hidden_layers,dropout,aligned_method,lr,hidden_size,hidden_dims,intermediate_size,max_position_embeddings,d_num_attention_heads,d_attention_probs_dropout_prob,d_hidden_dropout_prob,d_num_hidden_layers,d_max_position_embeddings,m_num_attention_heads,m_attention_probs_dropout_prob,m_hidden_dropout_prob,m_num_hidden_layers,m_max_position_embeddings,patience,factor
fusion_feats = torch.cat((t_a_att , t_v_att , t_att), dim=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.79,66.14,66.81,66.02,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-04-54,0.6805,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
70.34,65.79,66.6,65.56,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-09-59,0.6855,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
70.56,66.11,67.27,65.54,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-15-10,0.6829999999999999,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
70.34,66.08,67.05,65.62,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-20-26,0.6865,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
71.01,66.45,67.43,66.15,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-32-45,0.6803,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
71.01,66.66,67.56,66.3,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-39-25,0.6774,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
71.01,66.57,67.25,66.39,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-46-24,0.6751,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
71.24,67.35,69.08,66.68,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-11-53-11,0.6923,8.0,0.2,0.4,6.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
71.46,67.21,67.91,67.0,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-03-31,0.6805,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
70.11,65.33,65.81,65.31,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-10-57,0.6804,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
71.01,66.21,67.05,65.96,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-18-02,0.6834,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
69.89,65.32,65.93,65.22,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-26-00,0.6847,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
71.24,66.62,67.61,66.22,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-33-08,0.6797,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
71.24,65.38,65.56,65.83,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-39-06,0.6816,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
71.69,66.88,67.74,66.72,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-43-28,0.6817,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
71.24,66.73,67.64,66.3,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-48-46,0.6835,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
71.01,66.27,67.06,66.06,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-12-55-51,0.6819,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.24,66.51,67.09,66.42,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-13-02-24,0.6786,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
71.91,67.99,68.94,67.69,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-13-08-55,0.6927,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
71.91,67.99,68.94,67.69,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-13-19-05,0.6967,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
71.24,66.7,67.46,66.48,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-13-29-02,0.6789,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
70.56,66.16,66.79,66.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-13-35-50,0.68,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
71.46,67.24,68.3,66.86,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-13-41-29,0.6824,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
71.91,67.99,68.94,67.69,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-13-51-14,0.6925,8.0,0.2,0.4,6.0,0.1,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
71.01,67.93,69.03,67.73,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-00-59,0.7175,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.69,68.2,69.45,67.81,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-07-01,0.7082,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
70.79,67.71,68.22,67.87,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-12-48,0.7097,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
70.79,67.7,68.22,67.87,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-18-52,0.7097,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
71.91,68.24,69.75,67.81,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-25-04,0.7095,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
71.24,68.0,69.03,67.77,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-31-58,0.7131,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
71.46,68.95,69.57,68.92,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-39-34,0.7093,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
71.69,68.61,69.02,68.92,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-47-10,0.7104,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
70.79,67.73,68.27,67.69,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-14-54-04,0.7077,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.24,68.36,68.89,68.28,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-02-00,0.7105,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
70.56,67.37,67.63,67.57,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-08-49,0.7124,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
71.91,68.27,69.27,68.0,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-15-30,0.7118,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
70.79,67.91,68.23,68.07,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-22-34,0.7129,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
70.56,67.68,67.87,67.95,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-29-22,0.7158,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
70.56,67.72,67.87,68.08,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-36-01,0.7125,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
70.34,67.51,67.59,67.86,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-42-43,0.7087,8.0,0.2,0.2,8.0,0.3,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
71.91,67.91,69.03,67.76,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-49-26,0.7135,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.24,67.62,68.97,67.22,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-15-55-23,0.7135,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
71.01,67.2,68.61,66.81,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-01-26,0.7119,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
70.56,67.41,67.93,67.27,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-07-42,0.7089,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
72.36,69.43,70.34,69.16,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-16-50,0.7155,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
72.13,69.47,70.31,69.23,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-25-07,0.7153,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
71.69,69.03,69.64,68.91,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-32-10,0.7171,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
71.69,68.33,69.16,68.0,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-39-08,0.7128,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
71.24,67.25,67.91,67.12,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-47-05,0.7184,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.24,66.86,67.67,66.7,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-52-57,0.7186,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
71.24,66.86,67.67,66.7,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-16-58-50,0.7197,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
71.24,66.78,67.53,66.7,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-04-42,0.7176,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
71.01,67.76,68.31,67.6,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-10-35,0.7149,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
70.34,66.72,67.16,66.75,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-20-25,0.7171,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
71.24,67.89,68.23,67.92,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-28-51,0.7154,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
71.46,67.74,68.53,67.5,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-38-12,0.7133,8.0,0.2,0.2,8.0,0.3,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
71.91,68.48,69.5,68.07,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-46-12,0.716,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.91,68.29,69.55,67.74,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-52-06,0.7187,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
71.46,67.99,68.87,67.71,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-17-57-58,0.7179,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
71.91,68.33,68.72,68.59,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-06-52,0.7155,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
71.91,67.96,69.4,67.33,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-13-01,0.7104,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
71.91,68.86,69.62,68.79,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-18-30,0.7099,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
71.91,68.9,69.37,69.03,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-24-43,0.7093,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
71.46,67.69,68.66,67.34,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-30-55,0.7148,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
72.13,68.34,69.26,67.99,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-36-52,0.7207,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.69,68.04,69.01,67.61,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-45-39,0.7141,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
71.91,68.35,68.62,68.59,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-51-40,0.7124,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
72.13,68.46,68.92,68.68,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-18-58-05,0.7165,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
71.69,67.87,68.84,67.6,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-04-23,0.7164,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
71.24,67.21,68.13,67.01,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-12-47,0.7164,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
71.01,66.55,67.31,66.48,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-21-14,0.7122,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
71.01,67.06,67.8,66.89,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-29-44,0.7092,8.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
71.01,67.54,68.32,67.35,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-38-13,0.7038,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
72.36,69.29,70.39,68.94,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-44-32,0.7031,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
72.36,69.14,70.1,68.87,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-51-08,0.7034,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
71.46,68.29,68.98,68.22,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-19-57-40,0.7020000000000001,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
72.13,68.15,69.38,67.89,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-03-48,0.7153,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
72.13,68.57,69.8,68.24,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-09-57,0.7171,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
71.91,68.79,69.92,68.56,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-16-06,0.7073,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
71.46,67.92,68.37,68.02,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-22-15,0.7056,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
71.46,68.11,68.99,67.81,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-28-29,0.6991,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.69,68.28,68.8,68.12,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-35-02,0.7040000000000001,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
71.69,68.76,69.34,68.53,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-43-00,0.7064,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
72.13,69.1,70.2,68.67,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-52-40,0.7078,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.6
71.69,68.76,69.34,68.53,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-20-59-16,0.7016,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.3
71.46,68.45,68.9,68.33,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-09-17,0.7021,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.4
72.13,69.1,70.2,68.67,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-17-54,0.7067,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.5
72.36,69.14,70.17,68.76,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-24-29,0.7106,8.0,0.2,0.2,8.0,0.1,conv1d,5e-06,,768.0,768.0,768.0,,,,,,,,,,,6.0,0.6
71.46,68.03,68.55,68.03,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-30-57,0.7069,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.3
71.69,68.0,69.02,67.74,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-38-57,0.7063,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.4
71.46,68.53,69.1,68.44,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-45-29,0.7105,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.5
71.91,68.55,69.43,68.36,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-53-04,0.7104,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,4.0,0.6
71.24,67.94,68.86,67.71,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-21-59-37,0.7084,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.3
71.46,67.93,69.4,67.49,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-05-50,0.711,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.4
71.69,67.76,69.09,67.4,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-11-18,0.7059,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.5
71.01,67.37,68.19,67.43,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-17-08,0.705,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,3.0,0.6
71.01,67.17,67.97,67.03,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-23-17,0.7171,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.3
71.24,67.63,68.35,67.49,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-29-08,0.7195,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.4
71.01,67.42,68.04,67.4,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-30-22-35-39,0.7140000000000001,8.0,0.2,0.2,8.0,0.1,conv1d,6e-06,,768.0,768.0,768.0,,,,,,,,,,,5.0,0.5
